    Spec/   Proof/    Exec/    Rust File
      34/     120/     202/      50 src/Chap65/PrimStEph.rs
     661/     689/     235/      50 src/Chap65/UnionFindStEph.rs
     115/       1/     803/      60 src/Chap66/BoruvkaMtEph.rs
      56/       1/     327/      57 src/Chap66/BoruvkaStEph.rs
       0/       0/       3/       6 src/Concurrency.rs
      14/       0/      20/      16 src/ParaPairs.rs
      72/      20/      16/      72 src/Types.rs
       0/       0/       0/     449 src/lib.rs
       8/       0/      12/       3 src/vstdplus/VecQueue.rs
       1/       4/       0/       7 src/vstdplus/accept.rs
       3/       0/      13/       5 src/vstdplus/arc_rwlock.rs
       9/      32/       0/       5 src/vstdplus/arithmetic/power2_plus.rs
      31/      10/       5/     406 src/vstdplus/checked_int.rs
      38/       8/       4/     296 src/vstdplus/checked_nat.rs
      16/       0/      24/      19 src/vstdplus/clone_plus.rs
      12/       0/      34/      16 src/vstdplus/clone_view.rs
      84/      58/       5/      14 src/vstdplus/feq.rs
     126/      28/      87/      49 src/vstdplus/float.rs
      75/       0/      64/      11 src/vstdplus/hash_map_with_view_plus.rs
       0/       0/       0/       5 src/vstdplus/hash_set_specs.rs
      86/       4/      42/       8 src/vstdplus/hash_set_with_view_plus.rs
       9/       4/       6/      35 src/vstdplus/hashed_checked_u32.rs
       9/       0/       0/       3 src/vstdplus/monoid.rs
      39/     132/       0/       4 src/vstdplus/multiset.rs
      71/      93/     117/       4 src/vstdplus/partial_order.rs
      12/       0/       4/       3 src/vstdplus/pervasives_plus.rs
       2/       0/      12/      35 src/vstdplus/rand.rs
      63/     112/      24/       4 src/vstdplus/seq.rs
     283/     772/       0/       1 src/vstdplus/seq_set.rs
       5/       0/      16/       4 src/vstdplus/smart_ptrs.rs
       0/       0/       0/       3 src/vstdplus/sqrt.rs
      16/       0/      10/       3 src/vstdplus/strings.rs
       7/       0/      21/      11 src/vstdplus/threads_plus.rs
      74/     197/     118/       8 src/vstdplus/total_order.rs
--------------------------------------------
    spec    proof     exec     rust
  30,416/  47,761/  62,693/  10,932 Total
 192,979 total lines
287 files analyzed
1332ms

Proof Lines Per Function
========================

By chapter (total proof lines):
|   # | Chapter    |    Total |   Exec |  Proof |
| --- | ---------- | -------- | ------ | ------ |
|   1 | Chap43     |    9,219 |  8,074 |    813 |
|   2 | Chap37     |    8,870 |  7,489 |    414 |
|   3 | Chap42     |    5,115 |  4,218 |    783 |
|   4 | Chap52     |    4,503 |  2,997 |  1,096 |
|   5 | Chap39     |    4,456 |  3,568 |    600 |
|   6 | Chap18     |    4,009 |  3,055 |    425 |
|   7 | Chap06     |    3,780 |  3,207 |      0 |
|   8 | Chap47     |    3,341 |  2,241 |    879 |
|   9 | Chap55     |    3,205 |  2,050 |    964 |
|  10 | Chap45     |    2,627 |  2,224 |    211 |
|  11 | other      |    2,582 |    301 |  1,823 |
|  12 | Chap40     |    2,402 |  1,716 |    382 |
|  13 | Chap41     |    2,368 |  1,813 |    422 |
|  14 | Chap38     |    2,266 |  2,064 |    130 |
|  15 | Chap19     |    2,234 |  1,631 |    327 |
|  16 | Chap65     |    1,619 |    452 |    967 |
|  17 | Chap26     |    1,372 |    702 |    511 |
|  18 | Chap36     |    1,195 |    802 |    348 |
|  19 | Chap62     |    1,175 |  1,125 |      0 |
|  20 | Chap05     |    1,119 |    746 |    102 |
|  21 | Chap51     |    1,115 |    769 |    120 |
|  22 | Chap35     |    1,109 |    933 |    140 |
|  23 | Chap28     |    1,094 |    470 |    476 |
|  24 | Chap54     |    1,034 |    538 |    432 |
|  25 | Chap53     |      911 |    897 |      0 |
|  26 | Chap27     |      773 |    256 |    517 |
|  27 | Chap50     |      714 |    454 |      0 |
|  28 | Chap23     |      615 |    329 |     80 |
|  29 | Chap56     |      579 |    392 |      0 |
|  30 | Chap21     |      549 |    329 |    200 |
|  31 | Chap59     |      420 |    420 |      0 |
|  32 | Chap49     |      346 |    206 |      0 |
|  33 | Chap17     |      229 |    170 |      0 |
|  34 | Chap44     |      206 |    190 |      1 |
|  35 | Chap66     |      183 |    158 |      0 |
|  36 | Chap57     |      160 |    132 |     10 |
|  37 | Chap11     |       88 |     49 |     30 |
|  38 | Chap64     |       83 |     74 |      0 |
|  39 | Chap02     |       72 |     27 |     41 |
|  40 | Chap58     |       70 |     70 |      0 |
|  41 | Chap61     |       62 |     50 |      0 |
|  42 | Chap63     |       56 |     50 |      0 |
|  43 | Chap03     |       36 |     27 |      0 |
|  44 | Chap12     |       11 |     10 |      0 |
|  45 | Chap30     |        6 |      0 |      0 |

45 chapters, 77,978 total proof lines
6 min  9,219 max  1732.8 avg  1094.0 median

By module (total proof lines per file):
|   # | Chap       | Module                         |    Total |   Exec |  Proof |
| --- | ---------- | ------------------------------ | -------- | ------ | ------ |
|   1 | Chap43     | OrderedTableStEph              |    3,809 |  3,266 |    473 |
|   2 | Chap43     | OrderedTableStPer              |    2,632 |  2,289 |    264 |
|   3 | Chap39     | BSTTreapStEph                  |    2,086 |  1,663 |    293 |
|   4 | Chap42     | TableStPer                     |    1,739 |  1,478 |    209 |
|   5 | Chap42     | TableMtEph                     |    1,695 |  1,271 |    397 |
|   6 | Chap42     | TableStEph                     |    1,680 |  1,469 |    176 |
|   7 | Chap39     | BSTParaTreapMtEph              |    1,459 |  1,295 |    131 |
|   8 | Chap37     | BSTSplayMtEph                  |    1,350 |  1,256 |     12 |
|   9 | Chap65     | UnionFindStEph                 |    1,330 |    270 |    886 |
|  10 | Chap37     | BSTSplayStEph                  |    1,201 |  1,097 |     33 |
|  11 | Chap38     | BSTParaMtEph                   |    1,182 |  1,083 |     63 |
|  12 | Chap38     | BSTParaStEph                   |    1,084 |    981 |     67 |
|  13 | other      | seq_set                        |    1,055 |      0 |    981 |
|  14 | Chap45     | BinaryHeapPQ                   |      971 |    808 |    111 |
|  15 | Chap47     | QuadProbFlatHashTableStEph     |      903 |    466 |    391 |
|  16 | Chap40     | BSTReducedStEph                |      837 |    631 |    108 |
|  17 | Chap40     | BSTKeyValueStEph               |      828 |    534 |    180 |
|  18 | Chap39     | BSTTreapMtEph                  |      766 |    471 |    176 |
|  19 | Chap18     | ArraySeqMtEph                  |      765 |    616 |     76 |
|  20 | Chap40     | BSTSizeStEph                   |      737 |    551 |     94 |
|  21 | Chap41     | ArraySetStEph                  |      723 |    499 |    209 |
|  22 | Chap19     | ArraySeqMtEph                  |      711 |    541 |    105 |
|  23 | Chap62     | StarPartitionMtEph             |      701 |    680 |      0 |
|  24 | Chap37     | BSTRBMtEph                     |      690 |    550 |     72 |
|  25 | Chap19     | ArraySeqMtEphSlice             |      676 |    435 |    148 |
|  26 | Chap18     | ArraySeq                       |      673 |    437 |    132 |
|  27 | Chap18     | ArraySeqMtPer                  |      672 |    575 |     40 |
|  28 | Chap37     | BSTAVLStEph                    |      671 |    600 |     38 |
|  29 | Chap55     | TopoSortStEph                  |      670 |    383 |    212 |
|  30 | Chap18     | ArraySeqMtEphSlice             |      662 |    408 |    161 |
|  31 | Chap45     | SortedListPQ                   |      605 |    573 |     16 |
|  32 | Chap55     | CycleDetectStEph               |      602 |    412 |    168 |
|  33 | Chap47     | DoubleHashFlatHashTableStEph   |      585 |    460 |     85 |
|  34 | Chap36     | QuickSortMtEphSlice            |      582 |    439 |    126 |
|  35 | Chap43     | OrderedSetStEph                |      576 |    508 |     30 |
|  36 | Chap52     | AdjTableGraphMtPer             |      570 |    505 |     40 |
|  37 | Chap47     | LinProbFlatHashTableStEph      |      565 |    445 |     82 |
|  38 | Chap37     | BSTAVLMtEph                    |      564 |    493 |     38 |
|  39 | Chap52     | AdjTableGraphStEph             |      548 |    406 |    100 |
|  40 | Chap43     | OrderedSetStPer                |      545 |    475 |     30 |
|  41 | Chap37     | AVLTreeSeq                     |      543 |    386 |     38 |
|  42 | Chap37     | AVLTreeSeqStEph                |      516 |    363 |     46 |
|  43 | Chap45     | LeftistHeapPQ                  |      499 |    330 |     80 |
|  44 | Chap55     | TopoSortStPer                  |      493 |    314 |    109 |
|  45 | Chap37     | BSTPlainStEph                  |      479 |    421 |     30 |
|  46 | Chap52     | AdjTableGraphStPer             |      470 |    419 |     25 |
|  47 | Chap41     | ArraySetEnumMtEph              |      464 |    384 |     57 |
|  48 | Chap55     | CycleDetectStPer               |      464 |    283 |    157 |
|  49 | Chap37     | AVLTreeSeqStPer                |      446 |    301 |     48 |
|  50 | Chap19     | ArraySeqStPer                  |      428 |    332 |     37 |
|  51 | Chap37     | BSTBBAlphaStEph                |      423 |    405 |      0 |
|  52 | Chap06     | DirGraphMtEph                  |      419 |    314 |      0 |
|  53 | Chap19     | ArraySeqStEph                  |      419 |    323 |     37 |
|  54 | Chap47     | StructChainedHashTable         |      414 |    383 |      1 |
|  55 | Chap41     | AVLTreeSetStEph                |      400 |    296 |     79 |
|  56 | Chap43     | AugOrderedTableStPer           |      389 |    375 |      5 |
|  57 | Chap37     | BSTBBAlphaMtEph                |      385 |    366 |      0 |
|  58 | Chap37     | BSTPlainMtEph                  |      385 |    366 |      0 |
|  59 | Chap52     | AdjMatrixGraphMtPer            |      369 |    181 |    153 |
|  60 | Chap52     | AdjMatrixGraphStPer            |      366 |    176 |    153 |
|  61 | Chap52     | AdjMatrixGraphMtEph            |      362 |    178 |    153 |
|  62 | Chap37     | AVLTreeSeqMtPer                |      359 |    243 |     26 |
|  63 | Chap06     | LabUnDirGraphMtEph             |      358 |    281 |      0 |
|  64 | Chap52     | AdjMatrixGraphStEph            |      358 |    174 |    153 |
|  65 | Chap05     | SetMtEph                       |      356 |    277 |     10 |
|  66 | Chap35     | OrderStatSelectMtEph           |      352 |    293 |     47 |
|  67 | Chap06     | LabDirGraphMtEph               |      350 |    269 |      0 |
|  68 | Chap18     | ArraySeqStEph                  |      346 |    285 |      4 |
|  69 | Chap35     | OrderStatSelectMtPer           |      346 |    287 |     47 |
|  70 | Chap54     | BFSMtEph                       |      346 |    190 |    140 |
|  71 | Chap54     | BFSMtPer                       |      344 |    188 |    140 |
|  72 | Chap23     | BalBinTreeStEph                |      342 |    111 |     80 |
|  73 | Chap43     | AugOrderedTableStEph           |      340 |    328 |      5 |
|  74 | Chap18     | ArraySeqStPer                  |      336 |    273 |      4 |
|  75 | Chap41     | AVLTreeSetStPer                |      336 |    235 |     77 |
|  76 | Chap47     | ParaHashTableStEph             |      328 |     81 |    199 |
|  77 | Chap45     | UnsortedListPQ                 |      323 |    306 |      1 |
|  78 | Chap55     | DFSStEph                       |      319 |    177 |    142 |
|  79 | Chap26     | ETSPMtEph                      |      317 |    121 |    158 |
|  80 | Chap36     | QuickSortMtEph                 |      313 |    188 |    111 |
|  81 | Chap37     | BSTRBStEph                     |      310 |    274 |     33 |
|  82 | Chap26     | MergeSortMtPer                 |      300 |    211 |     73 |
|  83 | Chap36     | QuickSortStEph                 |      300 |    175 |    111 |
|  84 | Chap43     | OrderedTableMtEph              |      300 |    251 |      0 |
|  85 | Chap26     | ETSPStEph                      |      299 |     91 |    175 |
|  86 | Chap53     | PQMinStEph                     |      299 |    292 |      0 |
