    Spec/   Proof/    Exec/    Rust File
|  87 | Chap06     | UnDirGraphMtEph                |      298 |    218 |      0 |
|  88 | Chap52     | AdjSeqGraphStEph               |      284 |    179 |     76 |
|  89 | Chap18     | LinkedListStEph                |      280 |    233 |      4 |
|  90 | Chap55     | DFSStPer                       |      278 |    141 |    137 |
|  91 | Chap18     | LinkedListStPer                |      275 |    228 |      4 |
|  92 | Chap05     | SetStEph                       |      273 |    206 |     10 |
|  93 | Chap23     | PrimTreeSeqStPer               |      273 |    218 |      0 |
|  94 | other      | total_order                    |      263 |     10 |    214 |
|  95 | Chap28     | MaxContigSubSumDivConOptStEph  |      259 |     67 |    184 |
|  96 | Chap52     | AdjSeqGraphStPer               |      259 |    152 |     76 |
|  97 | Chap53     | PQMinStPer                     |      255 |    248 |      0 |
|  98 | Chap52     | AdjSeqGraphMtEph               |      250 |    145 |     76 |
|  99 | Chap05     | MappingStEph                   |      245 |    167 |      0 |
| 100 | Chap41     | AVLTreeSetMtEph                |      243 |    206 |      0 |
| 101 | Chap43     | OrderedTableMtPer              |      237 |    220 |      0 |
| 102 | Chap06     | DirGraphStEph                  |      236 |    180 |      0 |
| 103 | Chap52     | AdjSeqGraphMtPer               |      236 |    146 |     61 |
| 104 | Chap27     | ScanContractStEph              |      235 |     73 |    162 |
| 105 | Chap27     | ScanContractMtEph              |      234 |     72 |    162 |
| 106 | Chap17     | MathSeq                        |      229 |    170 |      0 |
| 107 | Chap43     | AugOrderedTableMtEph           |      229 |    217 |      5 |
| 108 | Chap45     | BalancedTreePQ                 |      211 |    203 |      1 |
| 109 | Chap35     | OrderStatSelectStEph           |      210 |    181 |     23 |
| 110 | Chap44     | DocumentIndex                  |      205 |    190 |      0 |
| 111 | Chap35     | OrderStatSelectStPer           |      201 |    172 |     23 |
| 112 | Chap28     | MCSSSpec                       |      194 |      0 |    119 |
| 113 | Chap47     | VecChainedHashTableStEph       |      194 |    190 |      1 |
| 114 | Chap06     | LabDirGraphStEph               |      192 |    137 |      0 |
| 115 | Chap47     | LinkedListChainedHashTableStEph |      191 |    187 |      1 |
| 116 | Chap55     | SCCStPer                       |      190 |    173 |     17 |
| 117 | Chap55     | SCCStEph                       |      189 |    167 |     22 |
| 118 | Chap06     | LabUnDirGraphStEph             |      188 |    135 |      0 |
| 119 | Chap62     | StarContractionMtEph           |      185 |    172 |      0 |
| 120 | Chap41     | AVLTreeSetMtPer                |      182 |    173 |      0 |
| 121 | Chap28     | MaxContigSubSumDivConStEph     |      180 |     89 |     83 |
| 122 | Chap06     | UnDirGraphStEph                |      179 |    125 |      0 |
| 123 | Chap54     | BFSStEph                       |      176 |     84 |     76 |
| 124 | other      | multiset                       |      169 |      0 |    161 |
| 125 | other      | seq                            |      169 |     19 |    123 |
| 126 | Chap54     | BFSStPer                       |      168 |     76 |     76 |
| 127 | Chap51     | TopDownDPMtEph                 |      167 |    117 |     16 |
| 128 | Chap43     | OrderedSetMtEph                |      161 |    145 |      0 |
| 129 | Chap62     | StarPartitionStEph             |      161 |    148 |      0 |
| 130 | other      | partial_order                  |      159 |     12 |    105 |
| 131 | Chap21     | Exercise21_8                   |      158 |     77 |     73 |
| 132 | Chap27     | ReduceContractStEph            |      157 |     54 |    103 |
| 133 | Chap65     | PrimStEph                      |      157 |     92 |     45 |
| 134 | Chap52     | EdgeSetGraphStEph              |      155 |    124 |     10 |
| 135 | Chap50     | MatrixChainMtEph               |      152 |     93 |      0 |
| 136 | Chap51     | BottomUpDPStEph                |      151 |    115 |     13 |
| 137 | Chap27     | ReduceContractMtEph            |      147 |     57 |     90 |
| 138 | Chap39     | BSTSetTreapMtEph               |      145 |    139 |      0 |
| 139 | Chap51     | TopDownDPMtPer                 |      143 |     93 |     16 |
| 140 | Chap52     | EdgeSetGraphStPer              |      142 |    109 |     10 |
| 141 | other      | float                          |      142 |     86 |     34 |
| 142 | Chap51     | BottomUpDPMtEph                |      140 |    104 |     13 |
| 143 | Chap51     | TopDownDPStEph                 |      139 |     88 |     18 |
| 144 | other      | feq                            |      138 |      8 |     76 |
| 145 | Chap06     | WeightedDirGraphStEphI128      |      135 |    134 |      0 |
| 146 | Chap26     | DivConReduceMtPer              |      135 |     60 |     60 |
| 147 | Chap50     | MatrixChainStEph               |      135 |     81 |      0 |
| 148 | Chap52     | EdgeSetGraphMtPer              |      134 |    103 |     10 |
| 149 | Chap51     | BottomUpDPStPer                |      131 |     95 |     13 |
| 150 | Chap05     | RelationStEph                  |      128 |     78 |      0 |
| 151 | Chap62     | StarContractionStEph           |      128 |    125 |      0 |
| 152 | Chap51     | BottomUpDPMtPer                |      127 |     91 |     13 |
| 153 | Chap47     | ChainedHashTable               |      124 |      5 |    119 |
| 154 | Chap06     | WeightedDirGraphStEphU128      |      122 |    121 |      0 |
| 155 | Chap06     | WeightedDirGraphStEphU16       |      122 |    121 |      0 |
| 156 | Chap06     | WeightedDirGraphStEphU32       |      122 |    121 |      0 |
| 157 | Chap06     | WeightedDirGraphStEphU64       |      122 |    121 |      0 |
| 158 | Chap06     | WeightedDirGraphStEphU8        |      122 |    121 |      0 |
| 159 | Chap06     | WeightedDirGraphStEphUsize     |      122 |    121 |      0 |
| 160 | Chap53     | GraphSearchStPer               |      122 |    122 |      0 |
| 161 | Chap66     | BoruvkaMtEph                   |      122 |    110 |      0 |
| 162 | Chap06     | WeightedDirGraphStEphI16       |      121 |    120 |      0 |
| 163 | Chap06     | WeightedDirGraphStEphI32       |      121 |    120 |      0 |
| 164 | Chap06     | WeightedDirGraphStEphI64       |      121 |    120 |      0 |
| 165 | Chap06     | WeightedDirGraphStEphI8        |      121 |    120 |      0 |
| 166 | Chap06     | WeightedDirGraphStEphIsize     |      121 |    120 |      0 |
| 167 | Chap50     | MatrixChainMtPer               |      121 |     66 |      0 |
| 168 | Chap53     | GraphSearchMtPer               |      120 |    120 |      0 |
| 169 | Chap65     | KruskalStEph                   |      120 |     81 |     36 |
| 170 | Chap50     | MatrixChainStPer               |      119 |     65 |      0 |
| 171 | Chap05     | KleeneStPer                    |      117 |     18 |     82 |
| 172 | Chap51     | TopDownDPStPer                 |      117 |     66 |     18 |
| 173 | Chap53     | GraphSearchStEph               |      115 |    115 |      0 |
| 174 | Chap56     | AllPairsResultStPerI64         |      115 |    100 |      0 |
| 175 | Chap59     | JohnsonMtEphI64                |      114 |    114 |      0 |
| 176 | Chap28     | MaxContigSubSumIterStEph       |      111 |     47 |     47 |
| 177 | Chap37     | BSTSetAVLMtEph                 |      110 |     74 |      0 |
| 178 | Chap37     | BSTSetRBMtEph                  |      110 |     74 |      0 |
| 179 | Chap37     | BSTSetSplayMtEph               |      110 |     74 |      0 |
| 180 | Chap37     | BSTSetBBAlphaMtEph             |      109 |     73 |      0 |
| 181 | Chap37     | BSTSetPlainMtEph               |      109 |     73 |      0 |
| 182 | Chap59     | JohnsonMtEphF64                |      106 |    106 |      0 |
| 183 | Chap59     | JohnsonStEphI64                |      104 |    104 |      0 |
| 184 | Chap56     | AllPairsResultStEphI64         |      103 |     88 |      0 |
| 185 | Chap59     | JohnsonStEphF64                |       96 |     96 |      0 |
| 186 | Chap26     | MergeSortStPer                 |       94 |     57 |     21 |
| 187 | Chap26     | ScanDCMtPer                    |       93 |     64 |     12 |
| 188 | Chap26     | ScanDCStPer                    |       92 |     71 |     12 |
| 189 | other      | Types                          |       92 |      4 |     40 |
| 190 | other      | hash_set_with_view_plus        |       90 |     42 |      6 |
| 191 | Chap06     | WeightedDirGraphStEphF64       |       88 |     88 |      0 |
| 192 | Chap28     | MaxContigSubSumOptStEph        |       77 |     34 |     43 |
| 193 | Chap28     | MaxContigSubSumDivConMtEph     |       74 |     66 |      0 |
| 194 | other      | hash_map_with_view_plus        |       74 |     35 |      0 |
| 195 | Chap28     | MaxContigSubSumReducedMcsseStEph |       73 |     65 |      0 |
| 196 | Chap49     | MinEditDistMtEph               |       66 |     47 |      0 |
| 197 | Chap50     | OptBinSearchTreeMtEph          |       66 |     51 |      0 |
| 198 | Chap57     | DijkstraStEphU64               |       65 |     55 |      4 |
| 199 | Chap21     | Problem21_3                    |       64 |     64 |      0 |
| 200 | Chap28     | MaxContigSubSumDivConOptMtEph  |       64 |     56 |      0 |
| 201 | Chap21     | Exercise21_9                   |       63 |      0 |     60 |
| 202 | Chap57     | DijkstraStEphF64               |       62 |     50 |      6 |
| 203 | Chap66     | BoruvkaStEph                   |       61 |     48 |      0 |
| 204 | Chap21     | Algorithm21_1                  |       56 |     22 |     30 |
| 205 | Chap56     | PathWeightUtilsStPer           |       55 |      4 |      0 |
| 206 | Chap02     | FibonacciHFScheduler           |       53 |      8 |     41 |
| 207 | Chap56     | PathWeightUtilsStEph           |       53 |      2 |      0 |
| 208 | Chap49     | MinEditDistStEph               |       52 |     35 |      0 |
| 209 | Chap64     | TSPApproxStEph                 |       51 |     48 |      0 |
| 210 | Chap11     | FibonacciStEph                 |       50 |     11 |     30 |
| 211 | Chap56     | SSSPResultStEphI64             |       49 |     42 |      0 |
| 212 | Chap49     | MinEditDistMtPer               |       47 |     28 |      0 |
| 213 | Chap49     | SubsetSumMtEph                 |       47 |     27 |      0 |
| 214 | Chap56     | SSSPResultStPerI64             |       47 |     40 |      0 |
| 215 | Chap56     | SSSPResultStPerF64             |       46 |     36 |      0 |
| 216 | Chap50     | OptBinSearchTreeMtPer          |       44 |     33 |      0 |
| 217 | Chap50     | OptBinSearchTreeStEph          |       44 |     38 |      0 |
| 218 | Chap56     | SSSPResultStEphF64             |       43 |     36 |      0 |
| 219 | Chap21     | Problem21_4                    |       42 |     42 |      0 |
| 220 | Chap26     | DivConReduceStPer              |       42 |     27 |      0 |
| 221 | other      | power2_plus                    |       41 |      0 |     41 |
| 222 | Chap49     | SubsetSumMtPer                 |       40 |     20 |      0 |
| 223 | Chap49     | MinEditDistStPer               |       39 |     22 |      0 |
| 224 | Chap58     | BellmanFordStEphI64            |       39 |     39 |      0 |
| 225 | other      | checked_nat                    |       39 |      4 |     18 |
| 226 | Chap47     | FlatHashTable                  |       37 |     24 |      0 |
| 227 | Chap03     | InsertionSortStEph             |       36 |     27 |      0 |
| 228 | Chap56     | AllPairsResultStPerF64         |       35 |     23 |      0 |
| 229 | Chap21     | Exercise21_5                   |       34 |     12 |     22 |
| 230 | Chap50     | OptBinSearchTreeStPer          |       33 |     27 |      0 |
| 231 | Chap56     | AllPairsResultStEphF64         |       33 |     21 |      0 |
| 232 | Chap57     | StackStEph                     |       33 |     27 |      0 |
| 233 | other      | checked_int                    |       33 |      5 |     11 |
| 234 | Chap21     | Algorithm21_2                  |       32 |     32 |      0 |
| 235 | Chap21     | Algorithm21_6                  |       32 |     17 |     15 |
| 236 | Chap58     | BellmanFordStEphF64            |       31 |     31 |      0 |
| 237 | Chap21     | Exercise21_7                   |       29 |     24 |      0 |
| 238 | Chap49     | SubsetSumStEph                 |       29 |     15 |      0 |
| 239 | Chap21     | Algorithm21_5                  |       28 |     28 |      0 |
| 240 | Chap63     | ConnectivityMtEph              |       28 |     25 |      0 |
| 241 | Chap63     | ConnectivityStEph              |       28 |     25 |      0 |
| 242 | Chap49     | SubsetSumStPer                 |       26 |     12 |      0 |
| 243 | Chap28     | MaxContigSubSumOptMtEph        |       25 |     25 |      0 |
| 244 | Chap41     | Example41_3                    |       20 |     20 |      0 |
| 245 | Chap02     | HFSchedulerMtEph               |       19 |     19 |      0 |
| 246 | Chap28     | MaxContigSubSumBruteStEph      |       19 |     11 |      0 |
| 247 | Chap28     | MaxContigSubSumReducedStEph    |       18 |     10 |      0 |
| 248 | Chap61     | EdgeContractionStEph           |       17 |     14 |      0 |
| 249 | Chap45     | HeapsortExample                |       16 |      4 |      0 |
| 250 | Chap61     | EdgeContractionMtEph           |       16 |     13 |      0 |
| 251 | Chap64     | SpanTreeMtEph                  |       16 |     13 |      0 |
| 252 | Chap64     | SpanTreeStEph                  |       16 |     13 |      0 |
| 253 | other      | clone_plus                     |       16 |     16 |      0 |
| 254 | other      | strings                        |       16 |      5 |      0 |
| 255 | Chap61     | VertexMatchingStEph            |       15 |     12 |      0 |
| 256 | Chap61     | VertexMatchingMtEph            |       14 |     11 |      0 |
| 257 | other      | ParaPairs                      |       14 |     14 |      0 |
| 258 | other      | hashed_checked_u32             |       13 |      0 |      8 |
| 259 | Chap65     | KruskalStEph                   |       12 |      9 |      0 |
| 260 | other      | pervasives_plus                |       12 |      9 |      0 |
| 261 | Chap11     | FibonacciMtEphRecomputes       |       11 |     11 |      0 |
| 262 | Chap11     | FibonacciMtPerTSM              |       11 |     11 |      0 |
| 263 | Chap21     | Problem21_1                    |       11 |     11 |      0 |
| 264 | other      | clone_view                     |       11 |     11 |      0 |
| 265 | Chap11     | FibonacciMtEph2Threads         |       10 |     10 |      0 |
| 266 | other      | monoid                         |        9 |      0 |      0 |
| 267 | other      | VecQueue                       |        8 |      7 |      0 |
| 268 | Chap11     | FibonacciMtPerAllThreads       |        6 |      6 |      0 |
| 269 | Chap12     | Exercise12_5                   |        6 |      5 |      0 |
| 270 | Chap30     | Probability                    |        6 |      0 |      0 |
| 271 | Chap12     | Exercise12_1                   |        5 |      5 |      0 |
| 272 | other      | accept                         |        5 |      0 |      5 |
| 273 | other      | smart_ptrs                     |        5 |      5 |      0 |
| 274 | other      | threads_plus                   |        4 |      4 |      0 |
| 275 | other      | arc_rwlock                     |        3 |      3 |      0 |
| 276 | other      | rand                           |        2 |      2 |      0 |
| 277 | Chap42     | Example42_1                    |        1 |      0 |      1 |
| 278 | Chap43     | Example43_1                    |        1 |      0 |      1 |
| 279 | Chap44     | Example44_1                    |        1 |      0 |      1 |
| 280 | Chap45     | Example45_2                    |        1 |      0 |      1 |
| 281 | Chap45     | HeapsortExample                |        1 |      0 |      1 |

281 modules, 77,978 total proof lines
1 min  3,809 max  277.5 avg  142.0 median

Per exec function (proof lines within exec fns):
  6,011 exec functions total, 4,682 with proof lines
  57,475 total proof lines in exec fns
  1 min  812 max  12.3 avg  5.0 median

Per proof function:
  957 proof functions
  13,244 total proof lines in proof fns
  1 min  184 max  13.8 avg  10.0 median

Grand total:
  9,428 total functions, 7,613 with proof lines (81%)
  77,978 total proof lines across all functions
  1 min  812 max  10.2 avg  4.0 median

Outliers (>= 50 proof lines):
|   # | Chap       | Module                         | Function                            |  Kind |  Lines |
| --- | ---------- | ------------------------------ | ----------------------------------- | ----- | ------ |
|   1 | Chap37     | BSTSplayMtEph                  | splay                               |  exec |    812 |
|   2 | Chap37     | BSTSplayStEph                  | splay                               |  exec |    812 |
|   3 | Chap43     | OrderedTableStEph              | bst_split_by_key                    |  exec |    410 |
|   4 | Chap55     | CycleDetectStEph               | dfs_check_cycle                     |  exec |    348 |
|   5 | Chap43     | OrderedTableStEph              | bst_select_by_rank                  |  exec |    325 |
|   6 | Chap42     | TableMtEph                     | union                               |  exec |    307 |
|   7 | Chap43     | OrderedTableStEph              | bst_next_by_key                     |  exec |    305 |
|   8 | Chap43     | OrderedTableStPer              | bst_next_by_key                     |  exec |    305 |
|   9 | Chap43     | OrderedTableStEph              | bst_prev_by_key                     |  exec |    286 |
|  10 | Chap43     | OrderedTableStPer              | bst_prev_by_key                     |  exec |    286 |
|  11 | Chap43     | OrderedTableStEph              | bst_rank_by_key                     |  exec |    279 |
|  12 | Chap43     | OrderedTableStEph              | union                               |  exec |    255 |
|  13 | Chap42     | TableStEph                     | union                               |  exec |    239 |
|  14 | Chap55     | CycleDetectStPer               | dfs_check_cycle                     |  exec |    236 |
|  15 | Chap43     | OrderedTableStPer              | union                               |  exec |    231 |
|  16 | Chap47     | QuadProbFlatHashTableStEph     | insert                              |  exec |    228 |
|  17 | Chap55     | TopoSortStEph                  | dfs_finish_order                    |  exec |    228 |
|  18 | Chap47     | LinProbFlatHashTableStEph      | insert                              |  exec |    219 |
|  19 | Chap47     | DoubleHashFlatHashTableStEph   | insert                              |  exec |    212 |
|  20 | Chap47     | StructChainedHashTable         | resize                              |  exec |    211 |
|  21 | Chap39     | BSTParaTreapMtEph              | join_pair_inner                     |  exec |    208 |
|  22 | Chap42     | TableStPer                     | insert_wf                           |  exec |    203 |
|  23 | Chap55     | TopoSortStPer                  | dfs_finish_order                    |  exec |    201 |
|  24 | Chap45     | SortedListPQ                   | meld                                |  exec |    195 |
|  25 | Chap37     | BSTAVLStEph                    | rebalance                           |  exec |    193 |
|  26 | Chap42     | TableStEph                     | insert_wf                           |  exec |    191 |
|  27 | Chap28     | MaxContigSubSumDivConOptStEph  | lemma_strength_combine              | proof |    184 |
|  28 | Chap45     | BinaryHeapPQ                   | delete_min                          |  exec |    179 |
|  29 | Chap37     | BSTAVLMtEph                    | rebalance                           |  exec |    177 |
|  30 | Chap35     | OrderStatSelectStEph           | select_inner                        |  exec |    176 |
|  31 | Chap39     | BSTTreapStEph                  | join_pair_inner_st                  |  exec |    168 |
|  32 | Chap35     | OrderStatSelectStPer           | select_inner                        |  exec |    167 |
|  33 | Chap52     | AdjTableGraphMtPer             | insert_edge                         |  exec |    156 |
|  34 | Chap39     | BSTParaTreapMtEph              | filter_inner                        |  exec |    155 |
|  35 | Chap39     | BSTParaTreapMtEph              | union_inner                         |  exec |    153 |
|  36 | Chap26     | MergeSortMtPer                 | merge_dc                            |  exec |    150 |
|  37 | Chap43     | OrderedTableStPer              | split_key_iter                      |  exec |    147 |
|  38 | Chap62     | StarPartitionStEph             | sequential_star_partition           |  exec |    147 |
|  39 | Chap38     | BSTParaStEph                   | difference                          |  exec |    144 |
|  40 | Chap39     | BSTParaTreapMtEph              | difference_inner                    |  exec |    143 |
|  41 | Chap39     | BSTTreapStEph                  | split_inner_st                      |  exec |    143 |
|  42 | Chap42     | TableStPer                     | insert                              |  exec |    143 |
|  43 | Chap39     | BSTParaTreapMtEph              | intersect_inner                     |  exec |    142 |
|  44 | Chap42     | TableMtEph                     | lemma_entries_to_map_subseq_value   | proof |    142 |
|  45 | Chap42     | TableStEph                     | insert                              |  exec |    141 |
|  46 | Chap42     | TableStPer                     | union                               |  exec |    140 |
|  47 | Chap38     | BSTParaStEph                   | intersect                           |  exec |    137 |
|  48 | Chap26     | ETSPStEph                      | lemma_combined_cycle                | proof |    136 |
|  49 | Chap39     | BSTTreapStEph                  | difference_inner_st                 |  exec |    135 |
|  50 | Chap37     | BSTPlainStEph                  | delete_node                         |  exec |    133 |
|  51 | Chap39     | BSTParaTreapMtEph              | split_inner                         |  exec |    132 |
|  52 | Chap39     | BSTTreapStEph                  | union_inner_st                      |  exec |    132 |
|  53 | Chap53     | PQMinStEph                     | pq_explore                          |  exec |    132 |
|  54 | Chap35     | OrderStatSelectMtEph           | select_inner                        |  exec |    130 |
|  55 | Chap35     | OrderStatSelectMtPer           | select_inner                        |  exec |    130 |
|  56 | Chap43     | OrderedTableStEph              | intersection                        |  exec |    130 |
|  57 | Chap38     | BSTParaMtEph                   | split_inner                         |  exec |    129 |
|  58 | Chap39     | BSTTreapMtEph                  | delete_link                         |  exec |    129 |
|  59 | Chap55     | DFSStEph                       | dfs_recursive                       |  exec |    129 |
|  60 | Chap38     | BSTParaMtEph                   | intersect_inner                     |  exec |    128 |
|  61 | Chap38     | BSTParaMtEph                   | difference_inner                    |  exec |    127 |
|  62 | Chap39     | BSTTreapStEph                  | delete_link                         |  exec |    126 |
|  63 | Chap39     | BSTTreapStEph                  | intersect_inner_st                  |  exec |    125 |
|  64 | Chap37     | BSTBBAlphaMtEph                | delete_node                         |  exec |    123 |
|  65 | Chap37     | BSTPlainMtEph                  | delete_node                         |  exec |    123 |
|  66 | Chap18     | ArraySeqMtEph                  | filter_dc                           |  exec |    122 |
|  67 | Chap40     | BSTKeyValueStEph               | delete_link                         |  exec |    122 |
|  68 | Chap42     | TableMtEph                     | insert                              |  exec |    122 |
|  69 | Chap26     | ETSPMtEph                      | lemma_combined_cycle                | proof |    121 |
|  70 | Chap41     | ArraySetStEph                  | filter                              |  exec |    121 |
|  71 | Chap37     | BSTBBAlphaStEph                | delete_node                         |  exec |    119 |
|  72 | Chap38     | BSTParaStEph                   | split                               |  exec |    119 |
|  73 | Chap62     | StarPartitionMtEph             | build_partition_map_mt              |  exec |    119 |
|  74 | Chap62     | StarPartitionMtEph             | parallel_star_partition             |  exec |    118 |
|  75 | Chap06     | LabUnDirGraphMtEph             | ng_par                              |  exec |    117 |
|  76 | Chap53     | PQMinStPer                     | pq_explore                          |  exec |    117 |
|  77 | Chap43     | OrderedTableStPer              | split_rank_key_iter                 |  exec |    116 |
|  78 | Chap42     | TableStPer                     | delete_wf                           |  exec |    115 |
|  79 | Chap45     | BinaryHeapPQ                   | bubble_up_heap                      |  exec |    115 |
|  80 | Chap52     | AdjTableGraphStPer             | delete_vertex                       |  exec |    115 |
|  81 | Chap47     | QuadProbFlatHashTableStEph     | delete                              |  exec |    113 |
|  82 | Chap45     | SortedListPQ                   | insert                              |  exec |    111 |
|  83 | Chap39     | BSTParaTreapMtEph              | join_with_priority                  |  exec |    110 |
|  84 | Chap47     | DoubleHashFlatHashTableStEph   | delete                              |  exec |    110 |
|  85 | Chap39     | BSTTreapStEph                  | filter_inner_st                     |  exec |    109 |
|  86 | Chap55     | DFSStPer                       | dfs_recursive                       |  exec |    108 |
|  87 | Chap62     | StarPartitionMtEph             | build_p_vec_with_inject_mt          |  exec |    108 |
|  88 | Chap40     | BSTReducedStEph                | delete_link                         |  exec |    107 |
|  89 | Chap40     | BSTSizeStEph                   | delete_link                         |  exec |    107 |
|  90 | Chap37     | BSTSplayMtEph                  | build_balanced                      |  exec |    106 |
|  91 | Chap18     | ArraySeqMtPer                  | filter_dc                           |  exec |    105 |
|  92 | Chap19     | ArraySeqMtEph                  | filter_dc                           |  exec |    105 |
|  93 | Chap43     | OrderedTableStEph              | lemma_set_to_map_union_root         | proof |    103 |
|  94 | Chap52     | AdjTableGraphStEph             | delete_vertex                       |  exec |    102 |
|  95 | Chap37     | BSTRBMtEph                     | insert_link                         |  exec |    101 |
|  96 | Chap37     | BSTSplayStEph                  | bst_insert                          |  exec |    101 |
|  97 | Chap47     | LinProbFlatHashTableStEph      | delete                              |  exec |    101 |
|  98 | Chap36     | QuickSortMtEphSlice            | quick_sort_first                    |  exec |     99 |
|  99 | Chap65     | UnionFindStEph                 | lemma_insert_preserves_wf           | proof |     98 |
| 100 | Chap36     | QuickSortMtEphSlice            | quick_sort_median3                  |  exec |     97 |
| 101 | Chap36     | QuickSortMtEphSlice            | quick_sort_random                   |  exec |     97 |
| 102 | Chap37     | BSTAVLStEph                    | insert_node                         |  exec |     97 |
| 103 | Chap43     | OrderedTableStPer              | map                                 |  exec |     97 |
| 104 | Chap40     | BSTReducedStEph                | insert_link                         |  exec |     96 |
| 105 | Chap45     | BinaryHeapPQ                   | bubble_down_heap                    |  exec |     96 |
| 106 | Chap42     | TableStEph                     | delete_wf                           |  exec |     95 |
| 107 | Chap43     | OrderedTableStEph              | tabulate                            |  exec |     95 |
| 108 | Chap43     | OrderedTableStPer              | intersection                        |  exec |     95 |
| 109 | Chap47     | QuadProbFlatHashTableStEph     | lemma_odd_factor_pow2               | proof |     95 |
| 110 | Chap42     | TableMtEph                     | intersection                        |  exec |     94 |
| 111 | Chap37     | BSTSplayMtEph                  | bst_insert                          |  exec |     93 |
| 112 | Chap42     | TableStPer                     | intersection                        |  exec |     93 |
| 113 | Chap40     | BSTReducedStEph                | rotate_left                         |  exec |     92 |
| 114 | Chap38     | BSTParaStEph                   | union                               |  exec |     91 |
| 115 | Chap38     | BSTParaMtEph                   | filter_inner                        |  exec |     90 |
| 116 | Chap40     | BSTReducedStEph                | rotate_right                        |  exec |     90 |
| 117 | Chap42     | TableStEph                     | intersection                        |  exec |     90 |
| 118 | Chap43     | OrderedTableStPer              | tabulate                            |  exec |     90 |
| 119 | Chap35     | OrderStatSelectMtEph           | parallel_three_way_partition        |  exec |     89 |
| 120 | Chap65     | UnionFindStEph                 | lemma_union_wf_ordering             | proof |     89 |
| 121 | Chap36     | QuickSortMtEph                 | lemma_partition_sort_concat         | proof |     88 |
| 122 | Chap36     | QuickSortMtEphSlice            | lemma_partition_sort_concat         | proof |     88 |
| 123 | Chap36     | QuickSortStEph                 | lemma_partition_sort_concat         | proof |     88 |
| 124 | Chap55     | TopoSortStEph                  | topo_sort                           |  exec |     88 |
| 125 | Chap38     | BSTParaStEph                   | collect_in_order                    |  exec |     87 |
| 126 | Chap41     | ArraySetStEph                  | union                               |  exec |     87 |
| 127 | Chap43     | OrderedTableStEph              | split_rank_key_iter                 |  exec |     87 |
| 128 | Chap44     | DocumentIndex                  | make_index                          |  exec |     87 |
| 129 | Chap52     | AdjTableGraphMtPer             | delete_vertex                       |  exec |     86 |
| 130 | Chap62     | StarPartitionMtEph             | build_satellite_map_mt              |  exec |     86 |
| 131 | Chap47     | QuadProbFlatHashTableStEph     | lemma_empty_slot_reachable          | proof |     85 |
| 132 | Chap38     | BSTParaMtEph                   | collect_in_order_inner              |  exec |     84 |
| 133 | Chap40     | BSTKeyValueStEph               | insert_link                         |  exec |     84 |
| 134 | Chap42     | TableStPer                     | delete                              |  exec |     84 |
| 135 | Chap52     | AdjTableGraphMtPer             | delete_edge                         |  exec |     84 |
| 136 | Chap28     | MaxContigSubSumDivConStEph     | lemma_divcon_combine                | proof |     83 |
| 137 | Chap35     | OrderStatSelectMtPer           | parallel_three_way_partition        |  exec |     83 |
| 138 | Chap47     | QuadProbFlatHashTableStEph     | lemma_triangular_injective          | proof |     83 |
| 139 | Chap37     | BSTPlainStEph                  | delete_min_node                     |  exec |     82 |
| 140 | Chap42     | TableMtEph                     | difference                          |  exec |     82 |
| 141 | Chap37     | BSTBBAlphaStEph                | insert_node                         |  exec |     81 |
| 142 | Chap37     | BSTPlainStEph                  | insert_node                         |  exec |     81 |
| 143 | Chap38     | BSTParaMtEph                   | union_inner                         |  exec |     81 |
| 144 | Chap42     | TableStEph                     | difference                          |  exec |     81 |
| 145 | Chap42     | TableStPer                     | difference                          |  exec |     81 |
| 146 | Chap43     | OrderedTableStPer              | from_sorted_entries                 |  exec |     81 |
| 147 | Chap62     | StarPartitionMtEph             | build_vertex_to_index_mt            |  exec |     81 |
| 148 | Chap37     | BSTBBAlphaStEph                | delete_min_node                     |  exec |     80 |
| 149 | Chap52     | AdjTableGraphStEph             | insert_edge                         |  exec |     80 |
| 150 | Chap42     | TableStPer                     | filter                              |  exec |     79 |
| 151 | Chap37     | BSTBBAlphaMtEph                | delete_min_node                     |  exec |     78 |
| 152 | Chap37     | BSTPlainMtEph                  | delete_min_node                     |  exec |     78 |
| 153 | Chap40     | BSTKeyValueStEph               | rotate_left                         |  exec |     78 |
| 154 | Chap42     | TableStEph                     | filter                              |  exec |     78 |
| 155 | Chap37     | BSTAVLStEph                    | rotate_right                        |  exec |     77 |
| 156 | Chap41     | ArraySetEnumMtEph              | to_seq                              |  exec |     77 |
| 157 | Chap43     | OrderedTableStPer              | rank_key_iter                       |  exec |     77 |
| 158 | Chap37     | BSTRBStEph                     | insert_node                         |  exec |     76 |
| 159 | Chap65     | UnionFindStEph                 | lemma_union_wf_parent               | proof |     76 |
| 160 | Chap21     | Exercise21_8                   | is_prime                            |  exec |     75 |
| 161 | Chap37     | BSTAVLStEph                    | rotate_left                         |  exec |     75 |
| 162 | Chap43     | OrderedTableStEph              | map                                 |  exec |     75 |
| 163 | Chap42     | TableMtEph                     | filter                              |  exec |     74 |
| 164 | Chap43     | OrderedTableStEph              | from_sorted_entries                 |  exec |     73 |
| 165 | Chap47     | DoubleHashFlatHashTableStEph   | lookup                              |  exec |     73 |
| 166 | Chap52     | AdjTableGraphStEph             | lemma_sum_entry_sizes_eq            | proof |     73 |
| 167 | Chap52     | AdjTableGraphStPer             | insert_edge                         |  exec |     73 |
