    Spec/   Proof/    Exec/    Rust File
     271/     384/     887/      59 Chap18/ArraySeqMtPer.rs
      34/      34/       0/       3 Chap18/ArraySeqSpecsAndLemmas.rs
     200/     121/     462/      43 Chap18/ArraySeqStEph.rs
     197/     121/     453/      43 Chap18/ArraySeqStPer.rs
     176/      95/     380/      45 Chap18/LinkedListStEph.rs
     171/      95/     371/      45 Chap18/LinkedListStPer.rs
     287/     329/     719/      49 Chap19/ArraySeqMtEph.rs
     375/     228/     798/      64 Chap19/ArraySeqMtEphSlice.rs
      34/      34/       0/       3 Chap19/ArraySeqSpecsAndLemmas.rs
     230/     151/     439/      49 Chap19/ArraySeqStEph.rs
     224/     158/     447/      49 Chap19/ArraySeqStPer.rs
      25/      28/      90/       3 Chap21/Algorithm21_1.rs
       7/      32/      58/       7 Chap21/Algorithm21_2.rs
       8/      20/      25/       3 Chap21/Algorithm21_5.rs
       8/      33/      78/       3 Chap21/Algorithm21_6.rs
      11/      28/      32/       5 Chap21/Exercise21_5.rs
       0/       0/       0/       3 Chap21/Exercise21_6.rs
      13/      17/      52/       5 Chap21/Exercise21_7.rs
      38/     124/      41/       5 Chap21/Exercise21_8.rs
      17/      55/       0/       3 Chap21/Exercise21_9.rs
       9/       0/      45/       3 Chap21/Problem21_1.rs
      11/      63/      74/       5 Chap21/Problem21_3.rs
      12/      26/     100/       5 Chap21/Problem21_4.rs
     279/      64/     169/      93 Chap23/BalBinTreeStEph.rs
     187/      86/     404/      59 Chap23/PrimTreeSeqStPer.rs
      71/      75/      73/       3 Chap26/DivConReduceMtPer.rs
      42/       0/      67/       3 Chap26/DivConReduceStPer.rs
     125/     137/     308/      30 Chap26/ETSPMtEph.rs
     100/     152/     176/      81 Chap26/ETSPStEph.rs
      68/     305/     256/       3 Chap26/MergeSortMtPer.rs
      36/      66/     113/       3 Chap26/MergeSortStPer.rs
      40/      73/     170/       3 Chap26/ScanDCMtPer.rs
      36/      76/     150/       3 Chap26/ScanDCStPer.rs
      48/     104/       0/       3 Chap27/ContractSpecsAndLemmas.rs
      18/      37/      65/       4 Chap27/ReduceContractMtEph.rs
       8/      43/      79/       3 Chap27/ReduceContractStEph.rs
      22/      42/     134/       4 Chap27/ScanContractMtEph.rs
      21/      39/     160/       3 Chap27/ScanContractStEph.rs
     130/      71/       0/       3 Chap28/MCSSSpec.rs
      16/       3/      75/       5 Chap28/MaxContigSubSumBruteStEph.rs
      21/      61/     104/      10 Chap28/MaxContigSubSumDivConMtEph.rs
      24/      45/      49/      10 Chap28/MaxContigSubSumDivConOptMtEph.rs
      61/     205/      54/       5 Chap28/MaxContigSubSumDivConOptStEph.rs
      44/     143/     126/       5 Chap28/MaxContigSubSumDivConStEph.rs
      39/      74/      69/       5 Chap28/MaxContigSubSumIterStEph.rs
       7/      17/     106/       8 Chap28/MaxContigSubSumOptMtEph.rs
      23/      51/     121/       5 Chap28/MaxContigSubSumOptStEph.rs
      15/      60/      85/       5 Chap28/MaxContigSubSumReducedMcsseStEph.rs
      15/       3/      74/       5 Chap28/MaxContigSubSumReducedStEph.rs
       6/       0/      36/      25 Chap30/Probability.rs
      77/     239/     217/       3 Chap35/OrderStatSelectMtEph.rs
      77/     237/     217/       3 Chap35/OrderStatSelectMtPer.rs
      21/     184/     109/       3 Chap35/OrderStatSelectStEph.rs
      21/     174/     110/       3 Chap35/OrderStatSelectStPer.rs
      58/     224/     383/       3 Chap36/QuickSortMtEph.rs
     101/     380/     421/       3 Chap36/QuickSortMtEphSlice.rs
      58/     228/     335/       3 Chap36/QuickSortStEph.rs
     324/     179/     534/      69 Chap37/AVLTreeSeq.rs
     235/     111/     345/      97 Chap37/AVLTreeSeqMtPer.rs
     326/     149/     540/      80 Chap37/AVLTreeSeqStEph.rs
     254/     166/     365/      84 Chap37/AVLTreeSeqStPer.rs
     222/     244/     373/      38 Chap37/BSTAVLMtEph.rs
     245/     304/     323/      26 Chap37/BSTAVLStEph.rs
     166/     169/     335/      38 Chap37/BSTBBAlphaMtEph.rs
     194/     158/     258/      30 Chap37/BSTBBAlphaStEph.rs
     166/     158/     332/      38 Chap37/BSTPlainMtEph.rs
     212/     152/     259/      30 Chap37/BSTPlainStEph.rs
     267/     478/     547/      70 Chap37/BSTRBMtEph.rs
     141/     132/     251/      27 Chap37/BSTRBStEph.rs
     110/       1/     362/      51 Chap37/BSTSetAVLMtEph.rs
     109/       1/     316/      48 Chap37/BSTSetBBAlphaMtEph.rs
     109/       1/     316/      48 Chap37/BSTSetPlainMtEph.rs
     110/       1/     362/      51 Chap37/BSTSetRBMtEph.rs
     110/       1/     366/      51 Chap37/BSTSetSplayMtEph.rs
     112/     198/       0/       3 Chap37/BSTSpecsAndLemmas.rs
     254/     938/     593/      56 Chap37/BSTSplayMtEph.rs
     263/     784/     404/      63 Chap37/BSTSplayStEph.rs
     337/     472/     638/      69 Chap38/BSTParaMtEph.rs
      39/      27/       0/       7 Chap38/BSTParaSpecsAndLemmas.rs
     299/     562/     494/      85 Chap38/BSTParaStEph.rs
     325/     526/     579/     100 Chap39/BSTParaTreapMtEph.rs
     172/      23/     145/      54 Chap39/BSTSetTreapMtEph.rs
     398/     351/     487/      96 Chap39/BSTTreapMtEph.rs
      67/     111/       0/       6 Chap39/BSTTreapSpecsAndLemmas.rs
     685/   1,103/     934/     124 Chap39/BSTTreapStEph.rs
     401/     343/     516/      88 Chap40/BSTKeyValueStEph.rs
     435/     273/     613/     119 Chap40/BSTReducedStEph.rs
     417/     237/     593/      81 Chap40/BSTSizeStEph.rs
     151/      69/     212/      73 Chap41/AVLTreeSetMtEph.rs
     146/      62/     250/      80 Chap41/AVLTreeSetMtPer.rs
     316/      96/     218/      75 Chap41/AVLTreeSetStEph.rs
     254/      89/     187/      75 Chap41/AVLTreeSetStPer.rs
     162/     274/     343/      59 Chap41/ArraySetEnumMtEph.rs
     164/     372/     438/      65 Chap41/ArraySetStEph.rs
       0/       4/     151/      10 Chap41/Example41_3.rs
     613/   2,609/   1,286/      31 Chap41/OrdKeyMap.rs
       0/       1/       0/     143 Chap42/Example42_1.rs
     210/   1,228/     872/      44 Chap42/TableMtEph.rs
     115/     412/       0/       3 Chap42/TableSpecsAndLemmas.rs
     246/   1,294/     880/      59 Chap42/TableStEph.rs
     281/   1,482/     847/      59 Chap42/TableStPer.rs
     189/      30/     418/      64 Chap43/AugOrderedTableMtEph.rs
     282/      55/     366/      64 Chap43/AugOrderedTableStEph.rs
     312/      73/     401/      56 Chap43/AugOrderedTableStPer.rs
       0/       1/       0/     174 Chap43/Example43_1.rs
     170/      43/     324/      50 Chap43/OrderedSetMtEph.rs
     316/     203/     299/      85 Chap43/OrderedSetStEph.rs
     289/     313/     284/      74 Chap43/OrderedSetStPer.rs
      62/     207/       0/       8 Chap43/OrderedSpecsAndLemmas.rs
     204/      89/     378/      90 Chap43/OrderedTableMtEph.rs
     171/     137/     301/      40 Chap43/OrderedTableMtPer.rs
     412/     550/     585/      68 Chap43/OrderedTableStEph.rs
     380/     400/     429/      65 Chap43/OrderedTableStPer.rs
     115/     109/     229/      74 Chap44/DocumentIndex.rs
       0/       1/       0/     152 Chap44/Example44_1.rs
     101/      88/     447/      45 Chap45/BalancedTreePQ.rs
     272/     666/     668/      42 Chap45/BinaryHeapPQ.rs
       0/       1/      16/      75 Chap45/Example45_2.rs
      14/       3/      61/     235 Chap45/HeapsortExample.rs
     267/     240/     466/      84 Chap45/LeftistHeapPQ.rs
     138/     570/     367/      43 Chap45/SortedListPQ.rs
      95/     344/     249/      43 Chap45/UnsortedListPQ.rs
      40/      78/       1/       5 Chap47/ChainedHashTable.rs
      43/     338/     362/      22 Chap47/DoubleHashFlatHashTableStEph.rs
      61/      57/      43/      20 Chap47/FlatHashTable.rs
      35/     376/     312/      21 Chap47/LinProbFlatHashTableStEph.rs
      16/     185/     371/      21 Chap47/LinkedListChainedHashTableStEph.rs
     176/     133/      62/      40 Chap47/ParaHashTableStEph.rs
      80/     596/     328/      24 Chap47/QuadProbFlatHashTableStEph.rs
      71/     309/     372/      48 Chap47/StructChainedHashTable.rs
      17/     185/     367/      20 Chap47/VecChainedHashTableStEph.rs
      69/       2/     171/      73 Chap49/MinEditDistMtEph.rs
      50/       2/     149/      64 Chap49/MinEditDistMtPer.rs
      54/       2/      91/      89 Chap49/MinEditDistStEph.rs
      40/       3/      83/      75 Chap49/MinEditDistStPer.rs
      49/       2/     144/      69 Chap49/SubsetSumMtEph.rs
      42/       2/     131/      62 Chap49/SubsetSumMtPer.rs
      30/       2/      81/      61 Chap49/SubsetSumStEph.rs
      26/       3/      78/      56 Chap49/SubsetSumStPer.rs
     113/      34/     264/      94 Chap50/MatrixChainMtEph.rs
      94/      31/     189/      74 Chap50/MatrixChainMtPer.rs
     133/       5/     144/      65 Chap50/MatrixChainStEph.rs
     117/       5/     132/      60 Chap50/MatrixChainStPer.rs
      54/       8/     280/     101 Chap50/OptBinSearchTreeMtEph.rs
      37/       6/     201/      79 Chap50/OptBinSearchTreeMtPer.rs
      40/       5/     140/      76 Chap50/OptBinSearchTreeStEph.rs
      28/       5/     129/      71 Chap50/OptBinSearchTreeStPer.rs
     104/      36/     241/      28 Chap51/BottomUpDPMtEph.rs
      91/      36/     233/      28 Chap51/BottomUpDPMtPer.rs
     104/      47/     248/      28 Chap51/BottomUpDPStEph.rs
      91/      40/     240/      28 Chap51/BottomUpDPStPer.rs
      26/      10/       0/       3 Chap51/SeqSpecsAndLemmas.rs
      95/      37/     220/      44 Chap51/TopDownDPMtEph.rs
      71/      37/     215/      44 Chap51/TopDownDPMtPer.rs
     101/      23/     133/      31 Chap51/TopDownDPStEph.rs
      76/      25/     128/      31 Chap51/TopDownDPStPer.rs
      92/     132/     289/      20 Chap52/AdjMatrixGraphMtEph.rs
      99/     135/     292/      20 Chap52/AdjMatrixGraphMtPer.rs
      88/     134/     283/      20 Chap52/AdjMatrixGraphStEph.rs
      95/     134/     287/      23 Chap52/AdjMatrixGraphStPer.rs
     108/      63/     238/      20 Chap52/AdjSeqGraphMtEph.rs
      99/      87/     304/      19 Chap52/AdjSeqGraphMtPer.rs
     142/      63/     250/      19 Chap52/AdjSeqGraphStEph.rs
     102/      92/     307/      23 Chap52/AdjSeqGraphStPer.rs
      90/     564/     243/      31 Chap52/AdjTableGraphMtPer.rs
     102/     210/       0/       9 Chap52/AdjTableGraphSpecsAndLemmas.rs
      81/     426/     219/      32 Chap52/AdjTableGraphStEph.rs
      86/     470/     235/      39 Chap52/AdjTableGraphStPer.rs
      82/      77/     132/      26 Chap52/EdgeSetGraphMtEph.rs
      79/      77/     137/      25 Chap52/EdgeSetGraphMtPer.rs
      71/     112/     143/      26 Chap52/EdgeSetGraphStEph.rs
      74/      94/     141/      29 Chap52/EdgeSetGraphStPer.rs
      83/      16/     147/      44 Chap53/GraphSearchMtPer.rs
      81/      13/     150/      44 Chap53/GraphSearchStEph.rs
      81/      20/     144/      44 Chap53/GraphSearchStPer.rs
     142/     101/     283/      28 Chap53/PQMinStEph.rs
     119/      86/     250/      30 Chap53/PQMinStPer.rs
     160/     188/     483/      30 Chap54/BFSMtEph.rs
     160/     188/     488/      30 Chap54/BFSMtPer.rs
      59/      60/       0/       3 Chap54/BFSSpecsAndLemmas.rs
      90/      91/     206/      30 Chap54/BFSStEph.rs
      91/      78/     203/      30 Chap54/BFSStPer.rs
     112/     530/     216/      19 Chap55/CycleDetectStEph.rs
     109/     405/     176/      21 Chap55/CycleDetectStPer.rs
      46/      99/       0/       5 Chap55/DFSSpecsAndLemmas.rs
      86/     214/     179/      20 Chap55/DFSStEph.rs
      86/     180/     159/      20 Chap55/DFSStPer.rs
      36/      84/     422/      28 Chap55/SCCStEph.rs
      54/      62/     486/      26 Chap55/SCCStPer.rs
     187/     398/     283/      19 Chap55/TopoSortStEph.rs
     181/     337/     292/      21 Chap55/TopoSortStPer.rs
      29/       0/     195/      17 Chap56/AllPairsResultStEphF64.rs
     111/       0/     186/      16 Chap56/AllPairsResultStEphI64.rs
      29/       0/     197/      16 Chap56/AllPairsResultStPerF64.rs
     123/       0/     192/      15 Chap56/AllPairsResultStPerI64.rs
       0/       0/      44/      16 Chap56/Example56_1.rs
       0/       0/      43/      16 Chap56/Example56_3.rs
      79/       0/     164/      17 Chap56/PathWeightUtilsStEph.rs
      81/       0/     166/      16 Chap56/PathWeightUtilsStPer.rs
      47/       0/     102/      17 Chap56/SSSPResultStEphF64.rs
      53/       0/     125/      16 Chap56/SSSPResultStEphI64.rs
      50/       0/     109/      16 Chap56/SSSPResultStPerF64.rs
      51/       0/     120/      15 Chap56/SSSPResultStPerI64.rs
      24/      24/     153/      30 Chap57/DijkstraStEphF64.rs
      24/      28/     143/      29 Chap57/DijkstraStEphU64.rs
      34/       0/      24/      16 Chap57/StackStEph.rs
      30/       0/     181/      29 Chap58/BellmanFordStEphF64.rs
      38/       0/     191/      28 Chap58/BellmanFordStEphI64.rs
      74/      18/     295/      15 Chap59/JohnsonMtEphF64.rs
      74/      21/     300/      14 Chap59/JohnsonMtEphI64.rs
      57/      18/     257/      17 Chap59/JohnsonStEphF64.rs
      58/      22/     297/      16 Chap59/JohnsonStEphI64.rs
      16/       0/     132/      23 Chap61/EdgeContractionMtEph.rs
      17/       0/      85/      21 Chap61/EdgeContractionStEph.rs
      14/       0/     153/      23 Chap61/VertexMatchingMtEph.rs
      15/       0/     105/      20 Chap61/VertexMatchingStEph.rs
      86/      69/     169/      24 Chap62/StarContractionMtEph.rs
      58/      51/     136/      23 Chap62/StarContractionStEph.rs
     181/     421/     989/      29 Chap62/StarPartitionMtEph.rs
      24/      29/     128/      19 Chap62/StarPartitionStEph.rs
      28/       0/     115/      25 Chap63/ConnectivityMtEph.rs
      28/       0/     113/      25 Chap63/ConnectivityStEph.rs
      16/       0/     130/      26 Chap64/SpanTreeMtEph.rs
      16/       0/     126/      25 Chap64/SpanTreeStEph.rs
      51/       0/     226/      25 Chap64/TSPApproxStEph.rs
      63/      83/     212/      18 Chap65/KruskalStEph.rs
      36/     114/     206/      57 Chap65/PrimStEph.rs
     192/     191/      55/       3 Chap65/UnionFindArrayStEph.rs
     162/     537/      85/      22 Chap65/UnionFindNoPCStEph.rs
     382/     718/     144/      22 Chap65/UnionFindPCStEph.rs
     115/       1/     812/      61 Chap66/BoruvkaMtEph.rs
      56/       1/     338/      57 Chap66/BoruvkaStEph.rs
       0/       0/       3/       7 Concurrency.rs
      14/       0/      20/      16 ParaPairs.rs
      72/      20/      16/      72 Types.rs
       0/       0/       0/     471 lib.rs
       0/       0/       0/       0 standards/alg_analysis_notation_standard.rs
      17/       1/      42/      35 standards/arc_usage_standard.rs
      23/       0/      69/      13 standards/capacity_bounds_standard.rs
       0/       0/       0/       1 standards/constructor_feq_standard.rs
      84/       6/      16/      52 standards/deep_view_standard.rs
      11/       0/      17/      13 standards/finite_sets_standard.rs
       0/       0/       0/       1 standards/helper_function_placement_standard.rs
       7/       0/     103/      18 standards/hfscheduler_standard.rs
      31/       7/      39/      13 standards/iterative_vs_recursive_standard.rs
       0/       0/       0/       0 standards/iterator_ptt_standard.rs
      84/       0/      31/      39 standards/iterators_standard.rs
      83/       0/      35/      39 standards/mod_standard.rs
       0/       0/       0/       0 standards/mt_type_bounds_standard.rs
     157/       0/      20/      53 standards/multi_struct_standard.rs
      48/       0/     101/      37 standards/mut_standard.rs
       0/       0/       0/       1 standards/no_unsafe_standard.rs
       5/       2/      10/      14 standards/partial_eq_eq_clone_standard.rs
      31/       5/      62/      60 standards/rwlock_tsm_standard.rs
      42/       3/      52/      34 standards/spec_naming_convention.rs
      49/       0/      32/      23 standards/spec_wf_standard.rs
     130/       8/      67/      64 standards/table_of_contents_standard.rs
      32/       3/      48/      35 standards/toplevel_coarse_rwlocks_for_mt_modules.rs
       0/       0/       0/       1 standards/total_order_standard.rs
       2/       7/      68/       8 standards/tsm_standard.rs
      37/       0/      69/      19 standards/using_closures_standard.rs
       0/       0/       0/       1 standards/using_hashmap_standard.rs
       0/       0/       0/       1 standards/using_rand_standard.rs
     102/       0/      32/      49 standards/view_standard.rs
     138/       0/      43/      69 standards/wrapping_iterators_standard.rs
       8/       0/      12/       3 vstdplus/VecQueue.rs
       1/       4/       0/       7 vstdplus/accept.rs
       4/       0/      17/       5 vstdplus/arc_rwlock.rs
       9/      32/       0/       5 vstdplus/arithmetic/power2_plus.rs
      31/      10/       5/     406 vstdplus/checked_int.rs
      38/       8/       4/     296 vstdplus/checked_nat.rs
      16/       0/      24/      19 vstdplus/clone_plus.rs
      12/       0/      34/      16 vstdplus/clone_view.rs
      84/      58/       5/      14 vstdplus/feq.rs
     126/      28/      87/      49 vstdplus/float.rs
      75/       0/      64/      11 vstdplus/hash_map_with_view_plus.rs
       0/       0/       0/       5 vstdplus/hash_set_specs.rs
      86/       4/      42/       8 vstdplus/hash_set_with_view_plus.rs
       9/       4/       6/      35 vstdplus/hashed_checked_u32.rs
       9/       0/       0/       3 vstdplus/monoid.rs
      39/     132/       0/       4 vstdplus/multiset.rs
      71/      93/     117/       4 vstdplus/partial_order.rs
      12/       0/       4/       3 vstdplus/pervasives_plus.rs
       2/       0/      12/      35 vstdplus/rand.rs
      63/     112/      24/       4 vstdplus/seq.rs
     283/     772/       0/       1 vstdplus/seq_set.rs
       5/       0/      16/       4 vstdplus/smart_ptrs.rs
       0/       0/       0/       3 vstdplus/sqrt.rs
      16/       0/      10/       3 vstdplus/strings.rs
       7/       0/      21/      11 vstdplus/threads_plus.rs
      81/     249/     151/       9 vstdplus/total_order.rs
--------------------------------------------
    spec    proof     exec     rust
  32,868/  42,251/  67,883/  12,206 Total

Summary 2026-04-12
  207,299 lines (with comments), 155,208 without comments, 332 files, elapsed 1169ms
  spec 32,868, proof 42,251, exec 67,883, rust 12,206
  comments 52,091, veracity 12,113, alg-APAS 1,825, alg-Claude 5,780, other 32,373
  test code 0, bench code 0

Veracity Markers: 12,113 total (5.8% of lines), 4,556 NEEDED assert, 4,430 NEEDED proof block, 0 cpu hint, 0 mem hint, 1,152 UNNEEDED assert, 273 UNNEEDED proof block, 27 UNNEEDED other, 1,675 other

   markers    unneeded  Chapter
         4           1  Chap02
         3           0  Chap03
        92           0  Chap05
       739          21  Chap06
        38           3  Chap11
        32           1  Chap17
       643          16  Chap18
       222          24  Chap19
       135           0  Chap21
        72           0  Chap23
       211          28  Chap26
       104           4  Chap27
       138           0  Chap28
       304           0  Chap35
       212           0  Chap36
       867          14  Chap37
       397          16  Chap38
       782          36  Chap39
       197           0  Chap40
       762           0  Chap41
      1035         202  Chap42
       899         308  Chap43
        36          11  Chap44
       753          46  Chap45
       706           0  Chap47
        18           0  Chap49
        81          13  Chap50
       119           1  Chap51
       938         224  Chap52
        69           1  Chap53
       139          22  Chap54
      1080         441  Chap55
        14           0  Chap56
         6           0  Chap57
        18           6  Chap59
       221          13  Chap62
         7           0  Chap65
        20           0  Chap66

Algorithm Analysis Comments: 7,605 total (3.7% of lines), 1,825 APAS, 5,780 Code review

Proof Lines Per Function
========================

By chapter:
|   # | Chapter    |  PrfTot |  InSpec |  InExec | InProof | ExecLOC |  Prf/Ex |
| --- | ---------- | ------- | ------- | ------- | ------- | ------- | ------- |
|   1 | Chap37     |   8,115 |   1,258 |   6,162 |     695 |   7,181 |    1.13 |
|   2 | Chap41     |   5,367 |     322 |   4,225 |     820 |   3,085 |    1.74 |
|   3 | Chap42     |   5,275 |     186 |   4,502 |     587 |   2,599 |    2.03 |
|   4 | Chap43     |   4,891 |     342 |   4,224 |     325 |   3,785 |    1.29 |
|   5 | Chap52     |   4,444 |     383 |   3,714 |     347 |   3,500 |    1.27 |
|   6 | Chap18     |   3,816 |     452 |   2,993 |     371 |   4,788 |    0.80 |
|   7 | Chap06     |   3,745 |     573 |   3,172 |       0 |   4,940 |    0.76 |
|   8 | Chap39     |   3,703 |     410 |   2,781 |     512 |   2,145 |    1.73 |
|   9 | Chap55     |   3,351 |     191 |   2,155 |   1,005 |   2,213 |    1.51 |
|  10 | Chap47     |   2,765 |     211 |   1,908 |     646 |   2,218 |    1.25 |
|  11 | Chap45     |   2,761 |     193 |   2,303 |     265 |   2,335 |    1.18 |
|  12 | vstdplus   |   2,495 |     417 |     298 |   1,780 |     655 |    3.81 |
|  13 | Chap65     |   2,432 |     199 |   1,174 |   1,059 |     702 |    3.46 |
|  14 | Chap40     |   2,052 |     397 |   1,305 |     350 |   1,722 |    1.19 |
|  15 | Chap19     |   2,028 |     232 |   1,510 |     286 |   2,403 |    0.84 |
|  16 | Chap38     |   1,738 |     103 |   1,572 |      63 |   1,132 |    1.54 |
|  17 | Chap26     |   1,394 |     162 |     758 |     474 |   1,313 |    1.06 |
|  18 | Chap54     |   1,161 |      77 |     546 |     538 |   1,380 |    0.84 |
|  19 | standards  |   1,123 |     589 |     507 |      27 |     956 |    1.17 |
|  20 | Chap28     |   1,122 |     148 |     494 |     480 |     863 |    1.30 |
|  21 | Chap05     |   1,059 |     271 |     701 |      87 |   1,221 |    0.87 |
|  22 | Chap36     |   1,049 |      45 |     663 |     341 |   1,139 |    0.92 |
|  23 | Chap35     |   1,022 |      36 |     802 |     184 |     653 |    1.57 |
|  24 | Chap51     |   1,008 |     168 |     756 |      84 |   1,658 |    0.61 |
|  25 | Chap62     |     901 |      50 |     851 |       0 |   1,422 |    0.63 |
|  26 | Chap53     |     764 |      14 |     750 |       0 |     974 |    0.78 |
|  27 | Chap50     |     715 |     260 |     455 |       0 |   1,479 |    0.48 |
|  28 | Chap56     |     607 |     187 |     420 |       0 |   1,643 |    0.37 |
|  29 | Chap23     |     598 |     206 |     328 |      64 |     573 |    1.04 |
|  30 | Chap21     |     587 |      20 |     353 |     214 |     595 |    0.99 |
|  31 | Chap27     |     382 |       0 |     230 |     152 |     438 |    0.87 |
|  32 | Chap49     |     346 |     140 |     206 |       0 |     928 |    0.37 |
|  33 | Chap59     |     344 |       0 |     344 |       0 |   1,149 |    0.30 |
|  34 | Chap44     |     223 |      15 |     207 |       1 |     229 |    0.97 |
|  35 | Chap17     |     209 |      59 |     150 |       0 |     236 |    0.89 |
|  36 | Chap66     |     185 |      25 |     160 |       0 |   1,150 |    0.16 |
|  37 | Chap57     |     133 |      18 |     105 |      10 |     320 |    0.42 |
|  38 | root       |     106 |      48 |      18 |      40 |      39 |    2.72 |
|  39 | Chap11     |      90 |       9 |      49 |      32 |     323 |    0.28 |
|  40 | Chap64     |      83 |       9 |      74 |       0 |     482 |    0.17 |
|  41 | Chap02     |      72 |       4 |      26 |      42 |      96 |    0.75 |
|  42 | Chap58     |      70 |       0 |      70 |       0 |     372 |    0.19 |
|  43 | Chap61     |      62 |      12 |      50 |       0 |     475 |    0.13 |
|  44 | Chap63     |      56 |       6 |      50 |       0 |     228 |    0.25 |
|  45 | arithmetic |      41 |       0 |       0 |      41 |       0 |       - |
|  46 | Chap03     |      37 |       9 |      28 |       0 |      49 |    0.76 |
|  47 | Chap12     |      11 |       1 |      10 |       0 |     122 |    0.09 |
|  48 | Chap30     |       6 |       6 |       0 |       0 |      36 |    0.17 |

48 chapters, 74,544 proof lines, 67,944 exec lines, ratio 1.10
6 min  8,115 max  1553.0 avg  954.5 median (proof lines)

By module:
|   # | Chap       | Module                         |  PrfTot |  InSpec |  InExec | InProof | ExecLOC | Prf/Ex |
| --- | ---------- | ------------------------------ | ------- | ------- | ------- | ------- | ------- | ------ |
|   1 | Chap41     | OrdKeyMap                      |   3,221 |      65 |   2,635 |     521 |   1,286 |   2.50 |
|   2 | Chap42     | TableStPer                     |   1,758 |      71 |   1,639 |      48 |     847 |   2.08 |
|   3 | Chap39     | BSTTreapStEph                  |   1,757 |     158 |   1,435 |     164 |     934 |   1.88 |
|   4 | Chap42     | TableStEph                     |   1,541 |      54 |   1,462 |      25 |     880 |   1.75 |
|   5 | Chap42     | TableMtEph                     |   1,450 |      49 |   1,401 |       0 |     872 |   1.66 |
|   6 | Chap37     | BSTSplayMtEph                  |   1,174 |      82 |   1,026 |      66 |     593 |   1.98 |
|   7 | Chap65     | UnionFindPCStEph               |   1,079 |      65 |     432 |     582 |     144 |   7.49 |
|   8 | vstdplus   | seq_set                        |   1,055 |      74 |       0 |     981 |       0 |      - |
|   9 | Chap37     | BSTSplayStEph                  |   1,020 |     102 |     831 |      87 |     404 |   2.52 |
|  10 | Chap43     | OrderedTableStEph              |     961 |      35 |     926 |       0 |     585 |   1.64 |
|  11 | Chap45     | BinaryHeapPQ                   |     924 |      53 |     763 |     108 |     668 |   1.38 |
|  12 | Chap38     | BSTParaStEph                   |     862 |      65 |     797 |       0 |     494 |   1.74 |
|  13 | Chap39     | BSTParaTreapMtEph              |     850 |      62 |     788 |       0 |     579 |   1.47 |
|  14 | Chap38     | BSTParaMtEph                   |     810 |      35 |     775 |       0 |     638 |   1.27 |
|  15 | Chap43     | OrderedTableStPer              |     778 |      40 |     738 |       0 |     429 |   1.81 |
|  16 | Chap37     | BSTRBMtEph                     |     729 |     101 |     554 |      74 |     547 |   1.33 |
