warning: verus-related attribute has no effect because item is already marked external
    --> src/Chap65/UnionFindStEph.rs:1442:9
     |
1442 |         reveal(spec_rank_lt_elements);
     |         ^^^^^^

verification results:: 5667 verified, 0 errors
warning: 1 warning emitted

    Finished `release` profile [optimized] target(s) in 0.01s
────────────
 Nextest run ID c7766a87-3eb3-401e-bcc4-2a388e32ee29 with nextest profile: default
    Starting 221 tests across 48 binaries
        PASS [   1.279s] rust_verify_test::HashMapWithViewPlus hash_map_wvp_loop_loop
        PASS [   1.282s] rust_verify_test::HashSetWithViewPlus hash_set_wvp_loop_loop
        PASS [   1.332s] rust_verify_test::HashSetWithViewPlus hash_set_wvp_for_iter
        PASS [   1.337s] rust_verify_test::HashMapWithViewPlus hash_map_wvp_for_iter
        PASS [   1.437s] rust_verify_test::MappingStEph mapping_st_eph_loop_loop
        PASS [   1.453s] rust_verify_test::MappingStEph mapping_st_eph_for_iter
        PASS [   1.351s] rust_verify_test::ProveAVLTreeSeq avltreeseq_loop_borrow_into
        PASS [   1.415s] rust_verify_test::ProveAVLTreeSeq avltreeseq_for_borrow_iter
        PASS [   1.430s] rust_verify_test::ProveAVLTreeSeq avltreeseq_for_borrow_into
        PASS [   1.405s] rust_verify_test::ProveAVLTreeSeq avltreeseq_loop_borrow_iter
        PASS [   1.339s] rust_verify_test::ProveAVLTreeSeqMtPer avltreeseqmtper_for_borrow_iter
        PASS [   1.404s] rust_verify_test::ProveAVLTreeSeqMtPer avltreeseqmtper_for_borrow_into
        PASS [   1.307s] rust_verify_test::ProveAVLTreeSeqMtPer avltreeseqmtper_loop_borrow_into
        PASS [   1.302s] rust_verify_test::ProveAVLTreeSeqMtPer avltreeseqmtper_loop_borrow_iter
        PASS [   1.396s] rust_verify_test::ProveAVLTreeSeqStEph avltreeseqsteph_for_borrow_into
        PASS [   1.376s] rust_verify_test::ProveAVLTreeSeqStEph avltreeseqsteph_for_borrow_iter
        PASS [   1.341s] rust_verify_test::ProveAVLTreeSeqStEph avltreeseqsteph_loop_borrow_into
        PASS [   1.336s] rust_verify_test::ProveAVLTreeSeqStEph avltreeseqsteph_loop_borrow_iter
        PASS [   1.363s] rust_verify_test::ProveAVLTreeSeqStPer avltreeseqstper_for_borrow_into
        PASS [   1.368s] rust_verify_test::ProveAVLTreeSeqStPer avltreeseqstper_for_borrow_iter
        PASS [   1.372s] rust_verify_test::ProveAVLTreeSeqStPer avltreeseqstper_loop_borrow_into
        PASS [   1.368s] rust_verify_test::ProveAVLTreeSeqStPer avltreeseqstper_loop_borrow_iter
        PASS [   1.356s] rust_verify_test::ProveAVLTreeSetMtEph avltreesetmteph_for_borrow_into
        PASS [   1.363s] rust_verify_test::ProveAVLTreeSetMtEph avltreesetmteph_for_borrow_iter
        PASS [   1.328s] rust_verify_test::ProveAVLTreeSetMtEph avltreesetmteph_loop_borrow_iter
        PASS [   1.398s] rust_verify_test::ProveAVLTreeSetMtEph avltreesetmteph_loop_borrow_into
        PASS [   1.279s] rust_verify_test::ProveArraySeq arrayseq_iterate
        PASS [   1.344s] rust_verify_test::ProveArraySeq arrayseq_filter
        PASS [   1.338s] rust_verify_test::ProveArraySeq arrayseq_for_iter
